region_code,region_code_level,region_type,region_code_type,region_name,local_variant,local_language_name,alt_name_1,local_numeric_code,local_alpha_code,alt_name_2,alt_name_3,alt_name_4
CA-NL,2,province,iso_3166-2,Newfoundland and Labrador,Terre-Neuve-et-Labrador,,,,,,,
CA-NS,2,province,iso_3166-2,Nova Scotia,Nouvelle-Écosse,,,,,,,
CA-NT,2,territory,iso_3166-2,Northwest Territories,Territoires du Nord-Ouest,,,,,,,
CA-NU,2,territory,iso_3166-2,Nunavut,Nunavut,,,,,,,
CA-ON,2,province,iso_3166-2,Ontario,Ontario,,,,,,,
CA-PE,2,province,iso_3166-2,Prince Edward Island,Île-du-Prince-Édouard,,,,,,,
CA-QC,2,province,iso_3166-2,Quebec,Québec,,,,,,,
CA-SK,2,province,iso_3166-2,Saskatchewan,Saskatchewan,,,,,,,
CA-YT,2,territory,iso_3166-2,Yukon,Yukon,,,,,,,
CD-BC,2,province,iso_3166-2,Kongo Central,Kongo Central,,,,,,,
CD-BU,2,province,iso_3166-2,Bas-Uélé,Bas-Uele,,,,,,,
CD-EQ,2,province,iso_3166-2,Équateur,Equator,,,,,,,
CD-HK,2,province,iso_3166-2,Haut-Katanga,Haut-Katanga,,,,,,,
CD-HL,2,province,iso_3166-2,Haut-Lomami,Haut-Lomami,,,,,,,
CD-HU,2,province,iso_3166-2,Haut-Uélé,Haut-Uele,,,,,,,
CD-IT,2,province,iso_3166-2,Ituri,Ituri,,,,,,,
CD-KC,2,province,iso_3166-2,Kasaï Central,Kasai Central,,,,,,,
CD-KE,2,province,iso_3166-2,Kasaï Oriental,Kasai-Oriental,,,,,,,
CD-KG,2,province,iso_3166-2,Kwango,Kwango,,,,,,,
CD-KL,2,province,iso_3166-2,Kwilu,Kwilu,,,,,,,
CD-KN,2,city,iso_3166-2,Kinshasa,Kinshasa,,,,,,,
CD-KS,2,province,iso_3166-2,Kasaï,Kasai,,,,,,,
CD-LO,2,province,iso_3166-2,Lomami,Lomami,,,,,,,
CD-LU,2,province,iso_3166-2,Lualaba,Lualaba,,,,,,,
CD-MA,2,province,iso_3166-2,Maniema,Maniema,,,,,,,
CD-MN,2,province,iso_3166-2,Mai-Ndombe,Mai-Ndombe,,,,,,,
CD-MO,2,province,iso_3166-2,Mongala,Mongala,,,,,,,
CD-NK,2,province,iso_3166-2,Nord-Kivu,North Kivu,,,,,,,
CD-NU,2,province,iso_3166-2,Nord-Ubangi,North Ubangi,,,,,,,
CD-SA,2,province,iso_3166-2,Sankuru,Sankuru,,,,,,,
CD-SK,2,province,iso_3166-2,Sud-Kivu,South Kivu,,,,,,,
CD-SU,2,province,iso_3166-2,Sud-Ubangi,South Ubangi,,,,,,,
CD-TA,2,province,iso_3166-2,Tanganyika,Tanganyika,,,,,,,
CD-TO,2,province,iso_3166-2,Tshopo,Tshopo,,,,,,,
CD-TU,2,province,iso_3166-2,Tshuapa,Tshuapa,,,,,,,
CF-AC,2,prefecture,iso_3166-2,Ouham,Wâmo,,,,,,,
CF-BB,2,prefecture,iso_3166-2,Bamingui-Bangoran,Bamïngï-Bangoran,,,,,,,
CF-BGF,2,commune,iso_3166-2,Bangui,Bangî,,,,,,,
CF-BK,2,prefecture,iso_3166-2,Basse-Kotto,Do-Kötö,,,,,,,
CF-HK,2,prefecture,iso_3166-2,Haute-Kotto,Tö-Kötö,,,,,,,
CF-HM,2,prefecture,iso_3166-2,Haut-Mbomou,Tö-Mbömü,,,,,,,
CF-HS,2,prefecture,iso_3166-2,Haute-Sangha/Mambéré-Kadéï,Tö-Sangä/Mbaere-Kadeï,,,,,,,
CF-KB,2,economic prefecture,iso_3166-2,Gribingui,Gïrïbïngï,,,,,,,
CF-KG,2,prefecture,iso_3166-2,Kémo-Gribingui,Kemö-Gïrïbïngï,,,,,,,
CF-LB,2,prefecture,iso_3166-2,Lobaye,Lobâye,,,,,,,
CF-MB,2,prefecture,iso_3166-2,Mbomou,Mbömü,,,,,,,
CF-MP,2,prefecture,iso_3166-2,Ombella-Mpoko,Ömbëlä-Pökö,,,,,,,
CF-NM,2,prefecture,iso_3166-2,Nana-Mambéré,Nanä-Mbaere,,,,,,,
CF-OP,2,prefecture,iso_3166-2,Ouham-Pendé,Wâmo-Pendë,,,,,,,
CF-SE,2,economic prefecture,iso_3166-2,Sangha,Sangä,,,,,,,
CF-UK,2,prefecture,iso_3166-2,Ouaka,Wäkä,,,,,,,
CF-VK,2,prefecture,iso_3166-2,Vakaga,Vakaga,,,,,,,
CG-11,2,department,iso_3166-2,Bouenza,,,,,,,,
CG-12,2,department,iso_3166-2,Pool,,,,,,,,
CG-13,2,department,iso_3166-2,Sangha,,,,,,,,
CG-14,2,department,iso_3166-2,Plateaux,,,,,,,,
CG-15,2,department,iso_3166-2,Cuvette-Ouest,,,,,,,,
CG-16,2,department,iso_3166-2,Pointe-Noire,,,,,,,,
CG-2,2,department,iso_3166-2,Lékoumou,,,,,,,,
CG-5,2,department,iso_3166-2,Kouilou,,,,,,,,
CG-7,2,department,iso_3166-2,Likouala,,,,,,,,
CG-8,2,department,iso_3166-2,Cuvette,,,,,,,,
CG-9,2,department,iso_3166-2,Niari,,,,,,,,
CG-BZV,2,department,iso_3166-2,Brazzaville,,,,,,,,
CH-AG,2,canton,iso_3166-2,Aargau,,,,,,,,
CH-AI,2,canton,iso_3166-2,Appenzell Innerrhoden,,,,,,,,
CH-AR,2,canton,iso_3166-2,Appenzell Ausserrhoden,,,,,,,,
CH-BE,2,canton,iso_3166-2,Bern,Berne,,,,,,,
CH-BL,2,canton,iso_3166-2,Basel-Landschaft,,,,,,,,
CH-BS,2,canton,iso_3166-2,Basel-Stadt,,,,,,,,
CH-FR,2,canton,iso_3166-2,Fribourg,Freiburg,,,,,,,
CH-GE,2,canton,iso_3166-2,Genève,,,,,,,,
CH-GL,2,canton,iso_3166-2,Glarus,,,,,,,,
CH-GR,2,canton,iso_3166-2,Graubünden,Grigioni,Grischun,Grisons,,,,,
CH-JU,2,canton,iso_3166-2,Jura,,,,,,,,
CH-LU,2,canton,iso_3166-2,Luzern,,,,,,,,
CH-NE,2,canton,iso_3166-2,Neuchâtel,,,,,,,,
CH-NW,2,canton,iso_3166-2,Nidwalden,,,,,,,,
CH-OW,2,canton,iso_3166-2,Obwalden,,,,,,,,
CH-SG,2,canton,iso_3166-2,Sankt Gallen,,,,,,,,
CH-SH,2,canton,iso_3166-2,Schaffhausen,,,,,,,,
CH-SO,2,canton,iso_3166-2,Solothurn,,,,,,,,
CH-SZ,2,canton,iso_3166-2,Schwyz,,,,,,,,
CH-TG,2,canton,iso_3166-2,Thurgau,,,,,,,,
CH-TI,2,canton,iso_3166-2,Ticino,,,,,,,,
CH-UR,2,canton,iso_3166-2,Uri,,,,,,,,
CH-VD,2,canton,iso_3166-2,Vaud,,,,,,,,
CH-VS,2,canton,iso_3166-2,Valais,Wallis,,,,,,,
CH-ZG,2,canton,iso_3166-2,Zug,,,,,,,,
CH-ZH,2,canton,iso_3166-2,Zürich,,,,,,,,
CI-AB,2,autonomous district,iso_3166-2,Abidjan,,,,,,,,
CI-BS,2,district,iso_3166-2,Bas-Sassandra,,,,,,,,
CI-CM,2,district,iso_3166-2,Comoé,,,,,,,,
CI-DN,2,district,iso_3166-2,Denguélé,,,,,,,,
CI-GD,2,district,iso_3166-2,Gôh-Djiboua,,,,,,,,
CI-LC,2,district,iso_3166-2,Lacs,,,,,,,,
CI-LG,2,district,iso_3166-2,Lagunes,,,,,,,,
CI-MG,2,district,iso_3166-2,Montagnes,,,,,,,,
CI-SM,2,district,iso_3166-2,Sassandra-Marahoué,,,,,,,,
CI-SV,2,district,iso_3166-2,Savanes,,,,,,,,
CI-VB,2,district,iso_3166-2,Vallée du Bandama,,,,,,,,
CI-WR,2,district,iso_3166-2,Woroba,,,,,,,,
CI-YM,2,autonomous district,iso_3166-2,Yamoussoukro,,,,,,,,
CI-ZZ,2,district,iso_3166-2,Zanzan,,,,,,,,
CL-AI,2,region,iso_3166-2,Aisén del General Carlos Ibañez del Campo,Aysén,Aisén,,XI,,,,
CL-AN,2,region,iso_3166-2,Antofagasta,,,,II,,,,
CL-AP,2,region,iso_3166-2,Arica y Parinacota,,,,XV,,,,
CL-AR,2,region,iso_3166-2,La Araucanía,,,,IX,,,,
CL-AT,2,region,iso_3166-2,Atacama,,,,III,,,,
CL-BI,2,region,iso_3166-2,Biobío,,,,VIII,,,,
CL-CO,2,region,iso_3166-2,Coquimbo,,,,IV,,,,
CL-LI,2,region,iso_3166-2,Libertador General Bernardo O'Higgins,O'Higgins,,,VI,,,,
CL-LL,2,region,iso_3166-2,Los Lagos,,,,X,,,,
CL-LR,2,region,iso_3166-2,Los Ríos,,,,XIV,,,,
CL-MA,2,region,iso_3166-2,Magallanes,,,,XII,,,,
CL-ML,2,region,iso_3166-2,Maule,,,,VII,,,,
CL-NB,2,region,iso_3166-2,Ñuble,,,,XVI,,,,
CL-RM,2,region,iso_3166-2,Región Metropolitana de Santiago,,,,XIII,,,,
CL-TA,2,region,iso_3166-2,Tarapacá,,,,I,,,,
CL-VS,2,region,iso_3166-2,Valparaíso,,,,V,,,,
CM-AD,2,region,iso_3166-2,Adamaoua,Adamaoua,,,,,,,
CM-CE,2,region,iso_3166-2,Centre,Centre,,,,,,,
CM-EN,2,region,iso_3166-2,Far North,Extrême-Nord,,,,,,,
CM-ES,2,region,iso_3166-2,East,Est,,,,,,,
CM-LT,2,region,iso_3166-2,Littoral,Littoral,,,,,,,
CM-NO,2,region,iso_3166-2,North,Nord,,,,,,,
CM-NW,2,region,iso_3166-2,North-West,Nord-Ouest,,,,,,,
CM-OU,2,region,iso_3166-2,West,Ouest,,,,,,,
CM-SU,2,region,iso_3166-2,South,Sud,,,,,,,
CM-SW,2,region,iso_3166-2,South-West,Sud-Ouest,,,,,,,
CN-AH,2,province,iso_3166-2,Anhui Sheng,Ānhuī Shěng,安徽省,,,,,,
CN-BJ,2,municipality,iso_3166-2,Beijing Shi,Běijīng Shì,北京市,,,,,,
CN-CQ,2,municipality,iso_3166-2,Chongqing Shi,Chóngqìng Shì,重庆市,,,,,,
CN-FJ,2,province,iso_3166-2,Fujian Sheng,Fújiàn Shěng,福建省,,,,,,
CN-GD,2,province,iso_3166-2,Guangdong Sheng,Guǎngdōng Shěng,广东省,,,,,,
CN-GS,2,province,iso_3166-2,Gansu Sheng,Gānsù Shěng,甘肃省,,,,,,
CN-GX,2,autonomous region,iso_3166-2,Guangxi Zhuangzu Zizhiqu,Guǎngxī Zhuàngzú Zìzhìqū,广西壮族自治区,,,,,,
CN-GZ,2,province,iso_3166-2,Guizhou Sheng,Guìzhōu Shěng,贵州省,,,,,,
CN-HA,2,province,iso_3166-2,Henan Sheng,Hénán Shěng,河南省,,,,,,
CN-HB,2,province,iso_3166-2,Hubei Sheng,Húběi Shěng,湖北省,,,,,,
CN-HE,2,province,iso_3166-2,Hebei Sheng,Héběi Shěng,河北省,,,,,,
CN-HI,2,province,iso_3166-2,Hainan Sheng,Hǎinán Shěng,海南省,,,,,,
CN-HL,2,province,iso_3166-2,Heilongjiang Sheng,Hēilóngjiāng Shěng,黑龙江省,,,,,,
CN-HN,2,province,iso_3166-2,Hunan Sheng,Húnán Shěng,湖南省,,,,,,
CN-JL,2,province,iso_3166-2,Jilin Sheng,Jílín Shěng,吉林省,,,,,,
CN-JS,2,province,iso_3166-2,Jiangsu Sheng,Jiāngsū Shěng,江苏省,,,,,,
CN-JX,2,province,iso_3166-2,Jiangxi Sheng,Jiāngxī Shěng,江西省,,,,,,
CN-LN,2,province,iso_3166-2,Liaoning Sheng,Liáoníng Shěng,辽宁省,,,,,,
CN-NM,2,autonomous region,iso_3166-2,Nei Mongol Zizhiqu,Nèi Ménggǔ Zìzhìqū,内蒙古自治区,,,,,,
CN-NX,2,autonomous region,iso_3166-2,Ningxia Huizi Zizhiqu,Níngxià Huízú Zìzhìqū,宁夏回族自治区,,,,,,
CN-QH,2,province,iso_3166-2,Qinghai Sheng,Qīnghǎi Shěng,青海省,,,,,,
CN-SC,2,province,iso_3166-2,Sichuan Sheng,Sìchuān Shěng,四川省,,,,,,
CN-SD,2,province,iso_3166-2,Shandong Sheng,Shāndōng Shěng,山东省,,,,,,
CN-SH,2,municipality,iso_3166-2,Shanghai Shi,Shànghǎi Shì,上海市,,,,,,
CN-SN,2,province,iso_3166-2,Shaanxi Sheng,Shǎnxī Shěng,陕西省,,,,,,
CN-SX,2,province,iso_3166-2,Shanxi Sheng,Shānxī Shěng,山西省,,,,,,
CN-TJ,2,municipality,iso_3166-2,Tianjin Shi,Tiānjīn Shì,天津市,,,,,,
CN-XJ,2,autonomous region,iso_3166-2,Xinjiang Uygur Zizhiqu,Xīnjiāng Wéiwú'ěr Zìzhìqū,新疆维吾尔自治区,,,,,,
CN-XZ,2,autonomous region,iso_3166-2,Xizang Zizhiqu,Xīzàng Zìzhìqū,西藏自治区,,,,,,
CN-YN,2,province,iso_3166-2,Yunnan Sheng,Yúnnán Shěng,云南省,,,,,,
CN-ZJ,2,province,iso_3166-2,Zhejiang Sheng,Zhèjiāng Shěng,浙江省,,,,,,
CO-AMA,2,department,iso_3166-2,Amazonas,,,,,,,,
CO-ANT,2,department,iso_3166-2,Antioquia,,,,,,,,
CO-ARA,2,department,iso_3166-2,Arauca,,,,,,,,
CO-ATL,2,department,iso_3166-2,Atlántico,,,,,,,,
CO-BOL,2,department,iso_3166-2,Bolívar,,,,,,,,
CO-BOY,2,department,iso_3166-2,Boyacá,,,,,,,,
CO-CAL,2,department,iso_3166-2,Caldas,,,,,,,,
CO-CAQ,2,department,iso_3166-2,Caquetá,,,,,,,,
CO-CAS,2,department,iso_3166-2,Casanare,,,,,,,,
CO-CAU,2,department,iso_3166-2,Cauca,,,,,,,,
CO-CES,2,department,iso_3166-2,Cesar,,,,,,,,
CO-CHO,2,department,iso_3166-2,Chocó,,,,,,,,
CO-COR,2,department,iso_3166-2,Córdoba,,,,,,,,
CO-CUN,2,department,iso_3166-2,Cundinamarca,,,,,,,,
CO-DC,2,capital district,iso_3166-2,Distrito Capital de Bogotá,Distrito Capital,,,,,,,
CO-GUA,2,department,iso_3166-2,Guainía,,,,,,,,
CO-GUV,2,department,iso_3166-2,Guaviare,,,,,,,,
CO-HUI,2,department,iso_3166-2,Huila,,,,,,,,
CO-LAG,2,department,iso_3166-2,La Guajira,,,,,,,,
CO-MAG,2,department,iso_3166-2,Magdalena,,,,,,,,
CO-MET,2,department,iso_3166-2,Meta,,,,,,,,
CO-NAR,2,department,iso_3166-2,Nariño,,,,,,,,
CO-NSA,2,department,iso_3166-2,Norte de Santander,,,,,,,,
CO-PUT,2,department,iso_3166-2,Putumayo,,,,,,,,
CO-QUI,2,department,iso_3166-2,Quindío,,,,,,,,
CO-RIS,2,department,iso_3166-2,Risaralda,,,,,,,,
CO-SAN,2,department,iso_3166-2,Santander,,,,,,,,
CO-SAP,2,department,iso_3166-2,"San Andrés, Providencia y Santa Catalina",San Andrés,,,,,,,
CO-SUC,2,department,iso_3166-2,Sucre,,,,,,,,
CO-TOL,2,department,iso_3166-2,Tolima,,,,,,,,
CO-VAC,2,department,iso_3166-2,Valle del Cauca,Valle,,,,,,,
CO-VAU,2,department,iso_3166-2,Vaupés,,,,,,,,
CO-VID,2,department,iso_3166-2,Vichada,,,,,,,,
CR-A,2,province,iso_3166-2,Alajuela,,,,,,,,
CR-C,2,province,iso_3166-2,Cartago,,,,,,,,
CR-G,2,province,iso_3166-2,Guanacaste,,,,,,,,
CR-H,2,province,iso_3166-2,Heredia,,,,,,,,
CR-L,2,province,iso_3166-2,Limón,,,,,,,,
CR-P,2,province,iso_3166-2,Puntarenas,,,,,,,,
CR-SJ,2,province,iso_3166-2,San José,,,,,,,,
CU-01,2,province,iso_3166-2,Pinar del Río,,,,,,,,
CU-03,2,province,iso_3166-2,La Habana,,,,,,,,
CU-04,2,province,iso_3166-2,Matanzas,,,,,,,,
CU-05,2,province,iso_3166-2,Villa Clara,,,,,,,,
CU-06,2,province,iso_3166-2,Cienfuegos,,,,,,,,
CU-07,2,province,iso_3166-2,Sancti Spíritus,,,,,,,,
CU-08,2,province,iso_3166-2,Ciego de Ávila,,,,,,,,
CU-09,2,province,iso_3166-2,Camagüey,,,,,,,,
CU-10,2,province,iso_3166-2,Las Tunas,,,,,,,,
CU-11,2,province,iso_3166-2,Holguín,,,,,,,,
CU-12,2,province,iso_3166-2,Granma,,,,,,,,
CU-13,2,province,iso_3166-2,Santiago de Cuba,,,,,,,,
CU-14,2,province,iso_3166-2,Guantánamo,,,,,,,,
CU-15,2,province,iso_3166-2,Artemisa,,,,,,,,
CU-16,2,province,iso_3166-2,Mayabeque,,,,,,,,
CU-99,2,special municipality,iso_3166-2,Isla de la Juventud,,,,,,,,
CV-B,2,geographical_region,iso_3166-2,Ilhas de Barlavento,,,,,,,,
CV-BR,3,municipality,iso_3166-2,Brava,,,,,,,,
CV-BV,3,municipality,iso_3166-2,Boa Vista,,,,,,,,
CV-CA,3,municipality,iso_3166-2,Santa Catarina,,,,,,,,
CV-CF,3,municipality,iso_3166-2,Santa Catarina do Fogo,,,,,,,,
CV-CR,3,municipality,iso_3166-2,Santa Cruz,,,,,,,,
CV-MA,3,municipality,iso_3166-2,Maio,,,,,,,,
CV-MO,3,municipality,iso_3166-2,Mosteiros,,,,,,,,
CV-PA,3,municipality,iso_3166-2,Paul,,,,,,,,
CV-PN,3,municipality,iso_3166-2,Porto Novo,,,,,,,,
CV-PR,3,municipality,iso_3166-2,Praia,,,,,,,,
CV-RB,3,municipality,iso_3166-2,Ribeira Brava,,,,,,,,
CV-RG,3,municipality,iso_3166-2,Ribeira Grande,,,,,,,,
CV-RS,3,municipality,iso_3166-2,Ribeira Grande de Santiago,,,,,,,,
CV-S,2,geographical_region,iso_3166-2,Ilhas de Sotavento,,,,,,,,
CV-SD,3,municipality,iso_3166-2,São Domingos,,,,,,,,
CV-SF,3,municipality,iso_3166-2,São Filipe,,,,,,,,
CV-SL,3,municipality,iso_3166-2,Sal,,,,,,,,
CV-SM,3,municipality,iso_3166-2,São Miguel,,,,,,,,
CV-SO,3,municipality,iso_3166-2,São Lourenço dos Órgãos,,,,,,,,
CV-SS,3,municipality,iso_3166-2,São Salvador do Mundo,,,,,,,,
CV-SV,3,municipality,iso_3166-2,São Vicente,,,,,,,,
CV-TA,3,municipality,iso_3166-2,Tarrafal,,,,,,,,
CV-TS,3,municipality,iso_3166-2,Tarrafal de São Nicolau,,,,,,,,
CY-01,2,district,iso_3166-2,Lefkosia,Lefkoşa,Λευκωσία,Nicosia,,,,,
CY-02,2,district,iso_3166-2,Lemesos,Leymasun,Λεμεσός,Limassol,,,,,
CY-03,2,district,iso_3166-2,Larnaka,Larnaka,Λάρνακα,Larnaca,,,,,
CY-04,2,district,iso_3166-2,Ammochostos,Mağusa,Αμμόχωστος,Famagusta,,,,,
CY-05,2,district,iso_3166-2,Pafos,Baf,Πάφος,Paphos,,,,,
CY-06,2,district,iso_3166-2,Keryneia,Girne,Κερύvεια,Kyrenia,,,,,
CZ-10,2,capital city,iso_3166-2,"Praha, Hlavní město",Prague,,,,,,,
CZ-20,2,region,iso_3166-2,Středočeský kraj,Central Bohemia,,,,,,,
CZ-31,2,region,iso_3166-2,Jihočeský kraj,South Bohemia,,,,,,,
CZ-32,2,region,iso_3166-2,Plzeňský kraj,Plzeň,,,,,,,
CZ-41,2,region,iso_3166-2,Karlovarský kraj,Karlovy Vary,,,,,,,
CZ-42,2,region,iso_3166-2,Ústecký kraj,Ústí nad Labem,,,,,,,
CZ-51,2,region,iso_3166-2,Liberecký kraj,Liberec,,,,,,,
CZ-52,2,region,iso_3166-2,Královéhradecký kraj,Hradec Králové,,,,,,,
CZ-53,2,region,iso_3166-2,Pardubický kraj,Pardubice,,,,,,,
CZ-63,2,region,iso_3166-2,Kraj Vysočina,Vysočina,,,,,,,
CZ-64,2,region,iso_3166-2,Jihomoravský kraj,South Moravia,,,,,,,
CZ-71,2,region,iso_3166-2,Olomoucký kraj,Olomouc,,,,,,,
CZ-72,2,region,iso_3166-2,Zlínský kraj,Zlín,,,,,,,
CZ-80,2,region,iso_3166-2,Moravskoslezský kraj,Moravia-Silesia,,,,,,,
DE-BB,2,state,iso_3166-2,Brandenburg,Brandenburg,,,,,,,
DE-BE,2,state,iso_3166-2,Berlin,Berlin,,,,,,,
DE-BW,2,state,iso_3166-2,Baden-Württemberg,Baden-Württemberg,,,,,,,
DE-BY,2,state,iso_3166-2,Bayern,Bavaria,,,,,,,
DE-HB,2,state,iso_3166-2,Bremen,Bremen,,,,,,,
DE-HE,2,state,iso_3166-2,Hessen,Hesse,,,,,,,
DE-HH,2,state,iso_3166-2,Hamburg,Hamburg,,,,,,,
DE-MV,2,state,iso_3166-2,Mecklenburg-Vorpommern,Mecklenburg-Western Pomerania,,,,,,,
DE-NI,2,state,iso_3166-2,Niedersachsen,Lower Saxony,,,,,,,
DE-NW,2,state,iso_3166-2,Nordrhein-Westfalen,North Rhine-Westphalia,,,,,,,
DE-RP,2,state,iso_3166-2,Rheinland-Pfalz,Rhineland-Palatinate,,,,,,,
DE-SH,2,state,iso_3166-2,Schleswig-Holstein,Schleswig-Holstein,,,,,,,
DE-SL,2,state,iso_3166-2,Saarland,Saarland,,,,,,,
DE-SN,2,state,iso_3166-2,Sachsen,Saxony,,,,,,,
DE-ST,2,state,iso_3166-2,Sachsen-Anhalt,Saxony-Anhalt,,,,,,,
DE-TH,2,state,iso_3166-2,Thüringen,Thuringia,,,,,,,
DJ-AR,2,region,iso_3166-2,Arta,‘Artā,,,,,,,
DJ-AS,2,region,iso_3166-2,Ali Sabieh,‘Alī Şabīḩ,,,,,,,
DJ-DI,2,region,iso_3166-2,Dikhil,Dikhīl,,,,,,,
DJ-DJ,2,city,iso_3166-2,Djibouti,Jībūtī,,,,,,,
DJ-OB,2,region,iso_3166-2,Obock,Awbūk,,,,,,,
DJ-TA,2,region,iso_3166-2,Tadjourah,Tājūrah,,,,,,,
DK-81,2,region,iso_3166-2,Nordjylland,North Denmark Region,,,,,,,
DK-82,2,region,iso_3166-2,Midtjylland,Central Denmark Region,,,,,,,
DK-83,2,region,iso_3166-2,Syddanmark,Region of Southern Denmark,,,,,,,
DK-84,2,region,iso_3166-2,Hovedstaden,Capital Region of Denmark,,,,,,,
DK-85,2,region,iso_3166-2,Sjælland,Region Zealand,,,,,,,
DM-02,2,parish,iso_3166-2,Saint Andrew,,,,,,,,
DM-03,2,parish,iso_3166-2,Saint David,,,,,,,,
DM-04,2,parish,iso_3166-2,Saint George,,,,,,,,
DM-05,2,parish,iso_3166-2,Saint John,,,,,,,,
DM-06,2,parish,iso_3166-2,Saint Joseph,,,,,,,,
DM-07,2,parish,iso_3166-2,Saint Luke,,,,,,,,
DM-08,2,parish,iso_3166-2,Saint Mark,,,,,,,,
DM-09,2,parish,iso_3166-2,Saint Patrick,,,,,,,,
DM-10,2,parish,iso_3166-2,Saint Paul,,,,,,,,
DM-11,2,parish,iso_3166-2,Saint Peter,,,,,,,,
DO-01,3,district,iso_3166-2,Distrito Nacional (Santo Domingo),,,,,,,,
DO-02,3,province,iso_3166-2,Azua,,,,,,,,
DO-03,3,province,iso_3166-2,Baoruco,,,,,,,,
DO-04,3,province,iso_3166-2,Barahona,,,,,,,,
DO-05,3,province,iso_3166-2,Dajabón,,,,,,,,
DO-06,3,province,iso_3166-2,Duarte,,,,,,,,
DO-07,3,province,iso_3166-2,Elías Piña,,,,,,,,
DO-08,3,province,iso_3166-2,El Seibo,,,,,,,,
DO-09,3,province,iso_3166-2,Espaillat,,,,,,,,
DO-10,3,province,iso_3166-2,Independencia,,,,,,,,
DO-11,3,province,iso_3166-2,La Altagracia,,,,,,,,
DO-12,3,province,iso_3166-2,La Romana,,,,,,,,
DO-13,3,province,iso_3166-2,La Vega,,,,,,,,
DO-14,3,province,iso_3166-2,María Trinidad Sánchez,,,,,,,,
DO-15,3,province,iso_3166-2,Monte Cristi,,,,,,,,
DO-16,3,province,iso_3166-2,Pedernales,,,,,,,,
DO-17,3,province,iso_3166-2,Peravia,,,,,,,,
DO-18,3,province,iso_3166-2,Puerto Plata,,,,,,,,
DO-19,3,province,iso_3166-2,Hermanas Mirabal,,,,,,,,
DO-20,3,province,iso_3166-2,Samaná,,,,,,,,
DO-21,3,province,iso_3166-2,San Cristóbal,,,,,,,,
DO-22,3,province,iso_3166-2,San Juan,,,,,,,,
DO-23,3,province,iso_3166-2,San Pedro de Macorís,,,,,,,,
DO-24,3,province,iso_3166-2,Sánchez Ramírez,,,,,,,,
DO-25,3,province,iso_3166-2,Santiago,,,,,,,,
DO-26,3,province,iso_3166-2,Santiago Rodríguez,,,,,,,,
DO-27,3,province,iso_3166-2,Valverde,,,,,,,,
DO-28,3,province,iso_3166-2,Monseñor Nouel,,,,,,,,
DO-29,3,province,iso_3166-2,Monte Plata,,,,,,,,
DO-30,3,province,iso_3166-2,Hato Mayor,,,,,,,,
DO-31,3,province,iso_3166-2,San José de Ocoa,,,,,,,,
DO-32,3,province,iso_3166-2,Santo Domingo,,,,,,,,
DO-33,2,region,iso_3166-2,Cibao Nordeste,,,,,,,,
DO-34,2,region,iso_3166-2,Cibao Noroeste,,,,,,,,
DO-35,2,region,iso_3166-2,Cibao Norte,,,,,,,,
DO-36,2,region,iso_3166-2,Cibao Sur,,,,,,,,
DO-37,2,region,iso_3166-2,El Valle,,,,,,,,
DO-38,2,region,iso_3166-2,Enriquillo,,,,,,,,
DO-39,2,region,iso_3166-2,Higuamo,,,,,,,,
DO-40,2,region,iso_3166-2,Ozama,,,,,,,,
DO-41,2,region,iso_3166-2,Valdesia,,,,,,,,
DO-42,2,region,iso_3166-2,Yuma,,,,,,,,
DZ-01,2,province,iso_3166-2,Adrar,,أدرار,,,,,,
DZ-02,2,province,iso_3166-2,Chlef,,الشلف,,,,,,
DZ-03,2,province,iso_3166-2,Laghouat,,الأغواط,,,,,,
DZ-04,2,province,iso_3166-2,Oum el Bouaghi,,أم البواقي,,,,,,
DZ-05,2,province,iso_3166-2,Batna,,باتنة,,,,,,
DZ-06,2,province,iso_3166-2,Béjaïa,,بجاية,,,,,,
DZ-07,2,province,iso_3166-2,Biskra,,بسكرة,,,,,,
DZ-08,2,province,iso_3166-2,Béchar,,بشار,,,,,,
DZ-09,2,province,iso_3166-2,Blida,,البليدة,,,,,,
DZ-10,2,province,iso_3166-2,Bouira,,البويرة,,,,,,
DZ-11,2,province,iso_3166-2,Tamanrasset,,تمنراست,,,,,,
DZ-12,2,province,iso_3166-2,Tébessa,,تبسة,,,,,,
DZ-13,2,province,iso_3166-2,Tlemcen,,تلمسان,,,,,,
DZ-14,2,province,iso_3166-2,Tiaret,,تيارت,,,,,,
DZ-15,2,province,iso_3166-2,Tizi Ouzou,,تيزي وزو,,,,,,
DZ-16,2,province,iso_3166-2,Alger,,الجزائر,,,,,,
DZ-17,2,province,iso_3166-2,Djelfa,,الجلفة,,,,,,
DZ-18,2,province,iso_3166-2,Jijel,,جيجل,,,,,,
DZ-19,2,province,iso_3166-2,Sétif,,سطيف,,,,,,
DZ-20,2,province,iso_3166-2,Saïda,,سعيدة,,,,,,
DZ-21,2,province,iso_3166-2,Skikda,,سكيكدة,,,,,,
DZ-22,2,province,iso_3166-2,Sidi Bel Abbès,,سيدي بلعباس,,,,,,
DZ-23,2,province,iso_3166-2,Annaba,,عنابة,,,,,,
DZ-24,2,province,iso_3166-2,Guelma,,قالمة,,,,,,
DZ-25,2,province,iso_3166-2,Constantine,,قسنطينة,,,,,,
DZ-26,2,province,iso_3166-2,Médéa,,المدية,,,,,,
DZ-27,2,province,iso_3166-2,Mostaganem,,مستغانم,,,,,,
